205584306,1047,2013,1,1,10,0,0
204823145,6023,2013,1,1,10,45,45
188257861,6028,2013,1,1,11,15,15
188257861,5024,2013,1,1,11,30,30
127634460,9250,2013,1,1,13,15,15
205094180,3026,2013,1,1,14,30,30
208558012,5037,2013,1,1,15,30,30
201381150,9250,2013,1,1,15,45,45
141862645,3026,2013,1,2,16,45,45
124284108,4008,2013,1,3,9,30,30
159613035,1028,2013,1,3,12,30,30
141131420,7033,2013,1,3,13,0,0
213334607,9033,2013,1,3,14,0,0
181983494,2012,2013,1,3,14,0,0
190829613,5049,2013,1,3,14,0,0
155117556,2027,2013,1,3,15,15,15
270308873,5023,2013,1,4,13,15,15
214728897,6004,2013,1,4,14,0,0
138967857,1014,2013,1,4,14,15,15
189432381,6017,2013,1,4,15,15,15
108982017,5043,2013,1,4,15,15,15
149760272,1002,2013,1,5,10,30,30
246040254,3038,2013,1,5,13,0,0
153561149,3003,2013,1,5,13,15,15
201700328,3037,2013,1,5,15,30,30
166895946,6050,2013,1,6,10,15,15
198801157,3009,2013,1,6,11,30,30
114625808,4050,2013,1,6,12,30,30
118588800,7009,2013,1,6,12,30,30
275486184,6023,2013,1,6,14,15,15
148848184,3024,2013,1,6,15,0,0
249280264,4042,2013,1,6,15,30,30
160995914,8015,2013,1,6,15,30,30
221602372,6008,2013,1,6,16,0,0
218452276,1038,2013,1,6,16,30,30
175708452,6043,2013,1,7,11,15,15
120472619,3018,2013,1,7,11,30,30
111846617,2006,2013,1,7,14,15,15
191770370,3023,2013,1,7,14,30,30
202494543,1031,2013,1,7,15,0,0
157508650,3031,2013,1,8,12,45,45
196894778,2045,2013,1,8,13,0,0
137018754,2024,2013,1,8,13,0,0
177427930,4009,2013,1,8,13,0,0
181558190,2016,2013,1,8,14,30,30
249280264,3007,2013,1,8,15,45,45
156311119,8050,2013,1,9,9,45,45
209217316,4035,2013,1,9,11,30,30
222903953,4022,2013,1,9,13,0,0
183465032,3021,2013,1,9,13,15,15
222211938,3008,2013,1,9,14,15,15
221602372,5003,2013,1,9,15,15,15
206694741,2039,2013,1,9,16,15,15
204439833,2018,2013,1,10,9,0,0
141710500,1049,2013,1,10,9,30,30
110199022,3035,2013,1,10,10,30,30
102439672,7005,2013,1,10,13,15,15
148482627,3020,2013,1,10,16,30,30
146893689,7032,2013,1,11,11,15,15
159438276,1035,2013,1,12,9,45,45
171036514,6043,2013,1,12,10,0,0
188828788,2040,2013,1,12,12,30,30
201700328,4011,2013,1,13,9,15,15
175708452,7039,2013,1,13,10,45,45
148482627,7028,2013,1,13,12,15,15
162004087,2018,2013,1,13,15,0,0
146893689,5039,2013,1,13,15,0,0
164944516,6042,2013,1,14,11,15,15
133487636,3007,2013,1,14,11,45,45
153218789,1046,2013,1,14,15,0,0
193348713,3015,2013,1,14,15,15,15
163623112,6033,2013,1,14,16,30,30
185699863,2037,2013,1,15,11,0,0
222518103,1010,2013,1,15,14,30,30
209208325,4019,2013,1,15,15,30,30
198486650,2035,2013,1,15,16,30,30
157409120,4006,2013,1,16,11,15,15
233305319,6016,2013,1,16,11,15,15
201901625,1038,2013,1,16,11,15,15
175302812,3004,2013,1,16,11,15,15
148482627,2002,2013,1,16,13,30,30
114625808,1043,2013,1,16,13,45,45
108491510,1043,2013,1,17,13,30,30
158114990,5033,2013,1,18,9,15,15
208558012,5016,2013,1,18,12,15,15
209217421,6030,2013,1,18,16,45,45
159483387,1018,2013,1,19,9,15,15
231943881,3029,2013,1,19,9,30,30
175708452,5022,2013,1,19,10,15,15
102503648,4005,2013,1,19,11,15,15
128628308,1032,2013,1,19,12,15,15
201700328,3006,2013,1,19,13,15,15
140770070,5041,2013,1,19,13,45,45
230997384,3008,2013,1,19,16,0,0
120630486,2029,2013,1,20,9,0,0
267771746,6037,2013,1,20,10,0,0
196860466,4006,2013,1,20,12,0,0
156514400,5050,2013,1,20,13,15,15
102503648,7042,2013,1,20,15,15,15
166895946,7023,2013,1,21,10,0,0
205094180,7037,2013,1,21,13,0,0
269364439,4003,2013,1,21,13,30,30
252173066,3028,2013,1,21,16,15,15
155117556,7005,2013,1,21,16,30,30
200982630,2004,2013,1,22,10,30,30
125097786,1048,2013,1,22,12,45,45
205584306,4022,2013,1,22,13,15,15
270308873,4038,2013,1,22,14,0,0
209208325,6050,2013,1,22,14,0,0
222518103,3029,2013,1,22,14,0,0
188119540,7009,2013,1,22,16,15,15
157508650,5043,2013,1,23,9,45,45
246537612,5008,2013,1,23,14,45,45
153561149,4017,2013,1,23,15,15,15
160920434,5012,2013,1,23,15,45,45
258833491,1036,2013,1,24,10,15,15
220329419,3010,2013,1,24,10,15,15
168095106,2047,2013,1,24,11,15,15
128730501,6003,2013,1,24,12,15,15
143620754,3016,2013,1,24,13,0,0
171036514,2034,2013,1,24,13,15,15
119087707,4019,2013,1,24,15,15,15
145244628,1029,2013,1,24,15,30,30
183152670,4009,2013,1,24,16,15,15
105415600,3026,2013,1,24,16,15,15
157409120,4043,2013,1,25,9,0,0
159483387,6021,2013,1,25,9,0,0
196860466,4035,2013,1,25,11,30,30
270308873,6047,2013,1,25,15,0,0
197643060,2013,2013,1,25,15,15,15
119087707,4048,2013,1,25,16,15,15
162004087,3026,2013,1,26,12,30,30
183465032,1002,2013,1,26,14,30,30
133604934,4026,2013,1,27,9,30,30
142756628,1021,2013,1,27,10,0,0
128730501,4040,2013,1,27,11,0,0
199777500,7014,2013,1,27,11,15,15
243208677,6037,2013,1,27,11,15,15
154916935,5002,2013,1,27,14,0,0
136641393,4025,2013,1,27,15,15,15
150327218,2036,2013,1,28,9,0,0
171036514,5034,2013,1,28,11,0,0
196894778,3045,2013,1,28,11,15,15
155486268,1023,2013,1,28,11,30,30
